Code,SEQNUM,RECID,Description,Name,COV,TOS1,CONVERTDateAdded,CONVERTEffectiveDate,CONVERTTerminationDate,ACTION CD
T1025,10,3,"Intensive, extended multidisciplinary services provided in a clinic setting to children with complex medical, physical, mental and psychosocial impairments, per diem","Ped compr care pkg, per diem",I,9,20030101,20030101,,N
T1026,10,3,"Intensive, extended multidisciplinary services provided in a clinic setting to children with complex medical, physical, medical and psychosocial impairments, per hour","Ped compr care pkg, per hour",I,9,20030101,20030101,,N
T1027,10,3,"Family training and counseling for child development, per 15 minutes",Family training & counseling,I,9,20030101,20030101,,N
T1028,10,3,"Assessment of home, physical and family environment, to determine suitability to meet patient's medical needs",Home environment assessment,I,9,20030101,20030101,,N
T1029,10,3,"Comprehensive environmental lead investigation, not including laboratory analysis, per dwelling",Dwelling lead investigation,I,9,20030101,20030101,,N
T1030,10,3,"Nursing care, in the home, by registered nurse, per diem",Rn home care per diem,I,9,20030101,20030101,,N
T1031,10,3,"Nursing care, in the home, by licensed practical nurse, per diem",Lpn home care per diem,I,9,20030101,20030101,,N
T1040,10,3,"Medicaid certified community behavioral health clinic services, per diem",Comm bh clinic svc per diem,I,9,20170101,20170101,,N
T1041,10,3,"Medicaid certified community behavioral health clinic services, per month",Comm bh clinic svc per month,I,9,20170101,20170101,,N
T1502,10,3,"Administration of oral, intramuscular and/or subcutaneous medication by health care agency/professional, per visit",Medication admin visit,I,9,20030101,20030101,,N
T1503,10,3,"Administration of medication, other than oral and/or injectable, by a health care agency/professional, per visit","Med admin, not oral/inject",I,9,20070401,20070401,,N
T1505,10,3,"Electronic medication compliance management device, includes all components and accessories, not otherwise classified","Elec med comp dev, noc",I,9,20110101,20110101,,N
T1999,10,3,"Miscellaneous therapeutic items and supplies, retail purchases, not otherwise classified; identify product in ""remarks""",Noc retail items andsupplies,I,9,20030101,20030101,,N
T2001,10,3,Non-emergency transportation; patient attendant/escort,N-et; patient attend/escort,I,9,20020401,20020401,,N
T2002,10,3,Non-emergency transportation; per diem,N-et; per diem,I,9,20020401,20020401,,N
T2003,10,3,Non-emergency transportation; encounter/trip,N-et; encounter/trip,I,9,20020401,20020401,,N
T2004,10,3,"Non-emergency transport; commercial carrier, multi-pass",N-et; commerc carrier pass,I,9,20020401,20020401,,N
T2005,10,3,Non-emergency transportation; stretcher van,N-et; stretcher van,I,9,20020401,20040701,,N
T2007,10,3,"Transportation waiting time, air ambulance and non-emergency vehicle, one-half (1/2) hour increments",Non-emer transport wait time,I,9,20030101,20030101,,N
T2010,10,3,"Preadmission screening and resident review (pasrr) level i identification screening, per screen",Pasrr level i,I,9,20030401,20030401,,N
T2011,10,3,"Preadmission screening and resident review (pasrr) level ii evaluation, per evaluation",Pasrr level ii,I,9,20030401,20030401,,N
T2012,10,3,"Habilitation, educational; waiver, per diem","Habil ed waiver, per diem",I,9,20031001,20031001,,N
T2013,10,3,"Habilitation, educational, waiver; per hour",Habil ed waiver per hour,I,9,20031001,20031001,,N
T2014,10,3,"Habilitation, prevocational, waiver; per diem","Habil prevoc waiver, per d",I,9,20031001,20031001,,N
T2015,10,3,"Habilitation, prevocational, waiver; per hour",Habil prevoc waiver per hr,I,9,20031001,20031001,,N
T2016,10,3,"Habilitation, residential, waiver; per diem",Habil res waiver per diem,I,9,20031001,20031001,,N
T2017,10,3,"Habilitation, residential, waiver; 15 minutes",Habil res waiver 15 min,I,9,20031001,20031001,,N
T2018,10,3,"Habilitation, supported employment, waiver; per diem",Habil sup empl waiver/diem,I,9,20031001,20031001,,N
T2019,10,3,"Habilitation, supported employment, waiver; per 15 minutes",Habil sup empl waiver 15min,I,9,20031001,20031001,,N
T2020,10,3,"Day habilitation, waiver; per diem",Day habil waiver per diem,I,9,20031001,20031001,,N
T2021,10,3,"Day habilitation, waiver; per 15 minutes",Day habil waiver per 15 min,I,9,20031001,20031001,,N
T2022,10,3,"Case management, per month","Case management, per month",I,9,20031001,20031001,,N
T2023,10,3,Targeted case management; per month,Targeted case mgmt per month,I,9,20031001,20031001,,N
T2024,10,3,"Service assessment/plan of care development, waiver",Serv asmnt/care plan waiver,I,9,20031001,20031001,,N
T2025,10,3,Waiver services; not otherwise specified (nos),"Waiver service, nos",I,9,20031001,20031001,,N
T2026,10,3,"Specialized childcare, waiver; per diem",Special childcare waiver/d,I,9,20031001,20031001,,N
T2027,10,3,"Specialized childcare, waiver; per 15 minutes",Spec childcare waiver 15 min,I,9,20031001,20031001,,N
T2028,10,3,"Specialized supply, not otherwise specified, waiver","Special supply, nos waiver",I,9,20031001,20031001,,N
T2029,10,3,"Specialized medical equipment, not otherwise specified, waiver","Special med equip, noswaiver",I,9,20031001,20031001,,N
T2030,10,3,"Assisted living, waiver; per month",Assist living waiver/month,I,9,20031001,20031001,,N
T2031,10,3,"Assisted living; waiver, per diem",Assist living waiver/diem,I,9,20031001,20031001,,N
T2032,10,3,"Residential care, not otherwise specified (nos), waiver; per month","Res care, nos waiver/month",I,9,20031001,20031001,,N
T2033,10,3,"Residential care, not otherwise specified (nos), waiver; per diem","Res, nos waiver per diem",I,9,20031001,20031001,,N
T2034,10,3,"Crisis intervention, waiver; per diem",Crisis interven waiver/diem,I,9,20031001,20031001,,N
T2035,10,3,"Utility services to support medical equipment and assistive technology/devices, waiver",Utility services waiver,I,9,20031001,20031001,,N
T2036,10,3,"Therapeutic camping, overnight, waiver; each session",Camp overnite waiver/session,I,9,20031001,20031001,,N
T2037,10,3,"Therapeutic camping, day, waiver; each session",Camp day waiver/session,I,9,20031001,20031001,,N
T2038,10,3,"Community transition, waiver; per service",Comm trans waiver/service,I,9,20031001,20031001,,N
T2039,10,3,"Vehicle modifications, waiver; per service",Vehicle mod waiver/service,I,9,20031001,20031001,,N
T2040,10,3,"Financial management, self-directed, waiver; per 15 minutes",Financial mgt waiver/15min,I,9,20031001,20031001,,N
T2041,10,3,"Supports brokerage, self-directed, waiver; per 15 minutes",Support broker waiver/15 min,I,9,20031001,20031001,,N
T2042,10,3,Hospice routine home care; per diem,Hospice routine home care,I,9,20031001,20031001,,N
T2043,10,3,Hospice continuous home care; per hour,Hospice continuous home care,I,9,20031001,20031001,,N
T2044,10,3,Hospice inpatient respite care; per diem,Hospice respite care,I,9,20031001,20031001,,N
T2045,10,3,Hospice general inpatient care; per diem,Hospice general care,I,9,20031001,20031001,,N
T2046,10,3,"Hospice long term care, room and board only; per diem","Hospice long term care, r&b",I,9,20031001,20031001,,N
T2048,10,3,"Behavioral health; long-term care residential (non-acute care in a residential treatment program where stay is typically longer than 30 days), with room and board, per diem","Bh ltc res r&b, per diem",I,9,20031001,20031001,,N
T2049,10,3,"Non-emergency transportation; stretcher van, mileage; per mile","N-et; stretcher van, mileage",I,9,20040701,20040701,,N
T2101,10,3,"Human breast milk processing, storage and distribution only",Breast milk proc/store/dist,I,9,20040101,20040101,,N
T4521,10,3,"Adult sized disposable incontinence product, brief/diaper, small, each",Adult size brief/diaper sm,M,9,20050101,20050101,,N
T4522,10,3,"Adult sized disposable incontinence product, brief/diaper, medium, each",Adult size brief/diaper med,M,9,20050101,20050101,,N
T4523,10,3,"Adult sized disposable incontinence product, brief/diaper, large, each",Adult size brief/diaper lg,M,9,20050101,20050101,,N
T4524,10,3,"Adult sized disposable incontinence product, brief/diaper, extra large, each",Adult size brief/diaper xl,M,9,20050101,20050101,,N
T4525,10,3,"Adult sized disposable incontinence product, protective underwear/pull-on, small size, each",Adult size pull-on sm,M,9,20050101,20050101,,N
T4526,10,3,"Adult sized disposable incontinence product, protective underwear/pull-on, medium size, each",Adult size pull-on med,M,9,20050101,20050101,,N
T4527,10,3,"Adult sized disposable incontinence product, protective underwear/pull-on, large size, each",Adult size pull-on lg,M,9,20050101,20050101,,N
T4528,10,3,"Adult sized disposable incontinence product, protective underwear/pull-on, extra large size, each",Adult size pull-on xl,M,9,20050101,20050101,,N
T4529,10,3,"Pediatric sized disposable incontinence product, brief/diaper, small/medium size, each",Ped size brief/diaper sm/med,M,9,20050101,20050101,,N
T4530,10,3,"Pediatric sized disposable incontinence product, brief/diaper, large size, each",Ped size brief/diaper lg,M,9,20050101,20050101,,N
T4531,10,3,"Pediatric sized disposable incontinence product, protective underwear/pull-on, small/medium size, each",Ped size pull-on sm/med,M,9,20050101,20050101,,N
T4532,10,3,"Pediatric sized disposable incontinence product, protective underwear/pull-on, large size, each",Ped size pull-on lg,M,9,20050101,20050101,,N
T4533,10,3,"Youth sized disposable incontinence product, brief/diaper, each",Youth size brief/diaper,M,9,20050101,20050101,,N
